Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 23 2023 - May 23 2023,01H10TYFRJHCPD0CP5RT3R1NK4,20230523_EDM_MAA FFW_LINEA DF_Sunny Day_EB,23/05/2023,5:00 PM,701,0.429184549,0.025751073,0,0,375,300,21,18,0,2,0.002853067,EB,Extra Rp150.000 OFF for You,Pick your fit and get additional offers for your sunny day style!,20230523_EDM_MAA FFW_LINEA DF_Sunny Day_EB List Rev 2,,Tuesday,Email
May 23 2023 - May 23 2023,01H13NCX39KA3Z7PD2EM13TRVC,20230523_EDM_MAA FFW_LINEA DF_Sunny Day_NB,23/05/2023,5:00 PM,149725,0.623389833,0.002930923,0.002081089,3.35E-05,111317,93160,626,438,326,284,0.001896811,NB,Extra Rp150.000 OFF for You,Pick your fit and get additional offers for your sunny day style!,20230523_EDM_MAA FFW_LINEA DF_Sunny Day_NB List Rev 2,20230523_EDM_MAA FFW_LINEA DF_Sunny Day_EB List Rev 2,Tuesday,Email
