Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 21 2023 - May 22 2023,01H0SB076HG1014SFBDCG2H33N,20230521_EDM_MAA KIDS_KSA DF_Voucher Dickie Toys_EB,2023-05-21,10:00 AM,8582,0.17104029990627928,0.0016401124648547328,0.0009372071227741331,0.00023430178069353328,1752,1460,15,14,8,46,0.005360055931018411,EB,Raih Voucher Dickie Toys Senilai 100RB Sekarang!🥳,Free Ongkir Kapanpun✔️,20230521_EDM_MAA KIDS_KSA DF_Voucher Dickie Toys_EB List,,Sunday,Email
May 21 2023 - May 22 2023,01H0SGT7GRFE6G44Q4XKXJ0G9D,20230521_EDM_MAA KIDS_KSA DF_Voucher Dickie Toys_NB,2023-05-21,10:00 AM,62063,0.7869063936144481,0.0007095057647343385,0.0010965089091348867,3.225026203337902e-05,57524,48800,81,44,72,48,0.0007734076664034932,NB,Raih Voucher Dickie Toys Senilai 100RB Sekarang!🥳,Free Ongkir Kapanpun✔️,20230521_EDM_MAA KIDS_KSA DF_Voucher Dickie Toys_NB List,20230521_EDM_MAA KIDS_KSA DF_Voucher Dickie Toys_EB List,Sunday,Email
