Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 09 2023 - May 10 2023,01GZXFJMY0RAB7NA4Q2D7MS02M,20230509_EDM_MAA SPORTS_SKE DF_Promo: Its Running Time 100k Mapclub_NB,2023-05-09,06:00 PM,94024,0.7123252642345721,0.005242072962836686,0.0007777872485509717,0.00012785543811796795,79970,66856,708,492,73,168,0.001786777843954735,NB,Achieve Your Running Goals in Style and Comfort with Skechers 🏃🏻💨,Get 100k CASHBACK!,20230509_EDM_MAA SPORTS_SKE DF_Promo: Its Running Time 100k Mapclub_NB List ,20230509_EDM_MAA SPORTS_SKE DF_Promo: Its Running Time 100k Mapclub_EB List 1,Tuesday,Email
May 09 2023 - May 10 2023,01GZNNFVHZV5AS4BDGA7E2PFPP,20230509_EDM_MAA SPORTS_SKE DF_Promo: Its Running Time 100k Mapclub_EB,2023-05-09,06:00 PM,6800,0.22655442327573475,0.01211047112686457,0.0011815093782306897,0.0,1925,1534,117,82,8,29,0.004264705882352941,EB,Achieve Your Running Goals in Style and Comfort with Skechers 🏃🏻💨,Get 100k CASHBACK!,20230509_EDM_MAA SPORTS_SKE DF_Promo: Its Running Time 100k Mapclub_EB List 1,,Tuesday,Email
