Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 10 2023 - May 11 2023,01H048HCC0DK0YBF2BJCE48S8S,20230519_EDM_MAA SPORTS_PSA DF_Birthday Treats Rp200k Voucher_EB_Testing MAA dan Kenna,2023-05-11,09:47 AM,11,0.6363636363636364,0.0,0.0,0.0,9,7,0,0,0,0,0.0,EB,Happy Birthday 🥳 Enjoy Our Gift to You 🎁,Check It Out Now!,20230511_Testing Voucher MAA dan Kenna,,Thursday,Email
May 10 2023 - May 11 2023,01H00019DN0J7MFGCHH0F32V4T,20230510_EDM_MAA SPORTS_PSA DF_Running Time! Get Rp 100K MAPCLUB Points_NB,2023-05-10,04:00 PM,140132,0.5654012060862287,0.0030617135580974456,0.0010086486254479903,0.00011445658161111946,93541,79038,684,428,144,341,0.0024334199183626867,NB,Gear Up for Your Best Run!,with the Latest Running Collection,20230510_EDM_MAA SPORTS_PSA DF_Running Time! Get Rp 100K MAPCLUB Points_NB List,20230510_EDM_MAA SPORTS_PSA DF_Running Time! Get Rp 100K MAPCLUB Points_EB List,Wednesday,Email
May 10 2023 - May 11 2023,01GZZ4T9QS16XGKZPXG8QRT8RK,20230510_EDM_MAA SPORTS_PSA DF_Running Time! Get Rp 100K MAPCLUB Points_EB,2023-05-10,04:00 PM,18061,0.23402130492676432,0.006990679094540613,0.0009986684420772304,5.5481580115401686e-05,5204,4218,163,126,18,37,0.0020486130336083274,EB,Gear Up for Your Best Run!,with the Latest Running Collection,20230510_EDM_MAA SPORTS_PSA DF_Running Time! Get Rp 100K MAPCLUB Points_EB List,,Wednesday,Email
