Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 11 2023 - May 12 2023,01H02J7QGVBSXQCWG2BCP5QMNR,20230511_EDM_MAA SPORTS_CROCS DF_Echo_NB,2023-05-11,06:00 PM,135790,0.6076665733276347,0.0034117872459581743,0.0012969212857206018,0.00016948403165666957,98641,82464,726,463,185,84,0.0006186022534796377,NB,ECHO THE STREET 🔊,Step out in comfort without compromising your look. ,20230511_EDM_MAA SPORTS_CROCS DF_Echo_NB List,20230511_EDM_MAA SPORTS_CROCS DF_Echo_EB List,Thursday,Email
May 11 2023 - May 12 2023,01GZGDWPBXG8X48CHADKQC2M65,20230511_EDM_MAA SPORTS_CROCS DF_Echo_EB,2023-05-11,06:00 PM,1945,0.4454732510288066,0.013888888888888888,0.0015432098765432098,0.00051440329218107,1159,866,52,27,3,1,0.0005141388174807198,EB,ECHO THE STREET 🔊,Step out in comfort without compromising your look. ,20230511_EDM_MAA SPORTS_CROCS DF_Echo_EB List,,Thursday,Email
