Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 12 2023 - May 13 2023,01H07RT0T4DR6DA3048EVKD634,20230512_EDM_MAA SPORTS_SKE DF_Buy 2 or More Get 20% Off_NB,2023-05-12,06:00 PM,86937,0.716523101018011,0.005539177299737436,0.001554654751485559,9.212768897692202e-05,73090,62220,731,481,138,101,0.0011617608153030356,NB,HOT DEALS Alert:  Enjoy 20% OFF! 🔥,Find Your Perfect Comfort in Skechers 🧘🏻,20230512_EDM_MAA SPORTS_SKE DF_Buy 2 or More Get 20% Off_NB list,20230512_EDM_MAA SPORTS_SKE DF_Buy 2 or More Get 20% Off_EB List  ,Friday,Email
May 12 2023 - May 13 2023,01H01TBGKJAWTY0M29B886BY0V,20230512_EDM_MAA SPORTS_SKE DF_Buy 2 or More Get 20% Off_EB,2023-05-12,06:00 PM,5962,0.22379269729093051,0.015480397105838801,0.001514386673397274,0.00016826518593303046,1626,1330,155,92,9,19,0.003186850050318685,EB,HOT DEALS Alert:  Enjoy 20% OFF! 🔥,Find Your Perfect Comfort in Skechers 🧘🏻,20230512_EDM_MAA SPORTS_SKE DF_Buy 2 or More Get 20% Off_EB List  ,,Friday,Email
