Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 30 2023 - May 30 2023,01H1KA87WG3YY7HSZEN3Q7K89M,20230530_EDM_MAA SPORTS_PSA DF_Brand takeover : HOKA_EB,2023-05-30,06:00 PM,5790,0.443580438914809,0.010713668567478832,0.0005184033177812338,0.0,3105,2567,91,62,3,3,0.0005181347150259067,EB,Meet the New TC 1.0 🔥,Simple Makes a Statement,20230530_EDM_MAA SPORTS_PSA DF_Brand takeover : HOKA_EB List,,Tuesday,Email
May 30 2023 - May 30 2023,01H1NXK6W21JMRZWA49Z3Z06H9,20230530_EDM_MAA SPORTS_PSA DF_Brand takeover : HOKA_NB,2023-05-30,06:00 PM,104773,0.5594723762186963,0.0024278340661441408,0.0007455553431466259,1.9116803670426305e-05,69192,58532,353,254,80,153,0.0014602998864211199,NB,Meet the New TC 1.0 🔥,Simple Makes a Statement,20230530_EDM_MAA SPORTS_PSA DF_Brand takeover : HOKA_NB List,20230530_EDM_MAA SPORTS_PSA DF_Brand takeover : HOKA_EB List,Tuesday,Email
