Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 05 2023 - May 06 2023,01GZDSH4JNFA99B6X347EKSH3E,20230505_EDM_MAA KIDS_Bricks DF_LEGO D2C 5.5 Campaign_EB,2023-05-05,10:00 AM,94,0.3404255319148936,0.05319148936170213,0.0,0.0,42,32,24,5,0,0,0.0,EB,May The 4th Be With You! Discount Up to 30% Off + Extra Up to 30%🤩🥳,Free Delivery🚛,20230505_EDM_MAA KIDS_Bricks DF_LEGO D2C 5.5 Campaign_EB List,,Friday,Email
May 05 2023 - May 06 2023,01GZJZZW73PD3F61TNRXXMQKXX,20230505_EDM_MAA KIDS_Bricks DF_LEGO D2C 5.5 Campaign_NB,2023-05-05,10:00 AM,36178,0.8450883353147723,0.001797119079875031,0.0013547513063673312,0.00019353590090961874,36728,30566,97,65,52,9,0.00024876997070042567,NB,May The 4th Be With You! Discount Up to 30% Off + Extra Up to 30%🤩🥳,Free Delivery🚛,20230505_EDM_MAA KIDS_Bricks DF_LEGO D2C 5.5 Campaign_NB List,20230505_EDM_MAA KIDS_Bricks DF_LEGO D2C 5.5 Campaign_EB List,Friday,Email
