Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 31 2023 - May 31 2023,01H18VH4ERAVMKQNNNFHTRRSJH,20230531_EDM_MAA SPORTS_CROCS DF_RAMUNE JUNKIE_EB,2023-05-31,01:00 PM,1644,0.39744370054777844,0.012172854534388313,0.0018259281801582471,0.0,822,653,24,20,3,1,0.0006082725060827251,EB,"Now Available, RAMUNE JUNKIE x Crocs.",To all gamers around the world. ,20230531_EDM_MAA SPORTS_CROCS DF_RAMUNE JUNKIE_EB List,,Wednesday,Email
May 31 2023 - May 31 2023,01H1QQC4Q6ECJ1E7VSTX2E88PP,20230531_EDM_MAA SPORTS_CROCS DF_RAMUNE JUNKIE_NB,2023-05-31,01:00 PM,130417,0.49867272252995964,0.002616194319559313,0.0007748845345322306,7.672124104279511e-05,76624,64998,429,341,103,75,0.0005750784023555211,NB,"Now Available, RAMUNE JUNKIE x Crocs.",To all gamers around the world. ,20230531_EDM_MAA SPORTS_CROCS DF_RAMUNE JUNKIE_NB List,20230531_EDM_MAA SPORTS_CROCS DF_RAMUNE JUNKIE_EB List,Wednesday,Email
