Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 24 2023 - May 25 2023,01H04Y9MV7TYT1CAK4M69QMF0S,20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_EB,2023-05-24,04:00 PM,1559,0.25481386392811295,0.008985879332477536,0.0,0.0,494,397,18,14,0,1,0.0006414368184733803,EB,For Those Who Think Comfort-First ➡️ the Chuck 70,"More Comfortable, yet SO Classic + Design Your Own One-of-a-Kind Icon. ",20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_EB List,,Wednesday,Email
May 24 2023 - May 25 2023,01H140D8BNAHJB5MFGBDN3SM8J,20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_NB,2023-05-24,04:00 PM,104217,0.6212087690102639,0.002664563232875131,0.00046172936887366894,9.61936185153477e-06,76422,64579,375,277,48,260,0.002494794515290212,NB,For Those Who Think Comfort-First ➡️ the Chuck 70,"More Comfortable, yet SO Classic + Design Your Own One-of-a-Kind Icon. ",20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_NB List,20230524_EDM_MAA SPORTS_Converse DF_Product Highlight - Keep on Point_EB List,Wednesday,Email
