Date,Campaign ID,Campaign Name,Send Date,Send Time,Total Recipients,Open Rate,Click Rate,Unsubscribe Rate,Spam Complaints Rate,Total Opens,Unique Opens,Total Clicks,Unique Clicks,Total Unsubscribes,Bounces,Bounce Rate,Tags,Subject,Preview Text,List,Excluded List,Day of Week,Campaign Channel
May 12 2023 - May 13 2023,01H01S2AWQMB8TVKAWD8SZK7DW,20230512_EDM_MAA SPORTS_SS DF_Get Set Ready Buy Up To 50+20%_EB,2023-05-12,05:30 PM,12452,0.08527755430410297,0.0083668543845535,0.0013676588897827836,0.0,1288,1060,178,104,17,22,0.0017667844522968198,N/A,Gaya Hidup Sehat Bisa Lebih Hemat!,Cek Sekarang Diskon 50% + 20% Off*.,20230512_EDM_MAA SPORTS_SS DF_Get Set Ready Buy Up To 50+20%_EB List,,Friday,Email
May 12 2023 - May 13 2023,01H072TS3DFDYFYN13W1F0R3Z0,20230512_EDM_MAA SPORTS_SS DF_Get Set Ready Buy Up To 50+20%_NB,2023-05-12,05:30 PM,48820,0.5332267125955998,0.0035676939164667526,0.0008406635090525107,2.0503988025670993e-05,30922,26006,402,174,44,49,0.0010036870135190497,N/A,Gaya Hidup Sehat Bisa Lebih Hemat!,Cek Sekarang Diskon 50% + 20% Off*.,20230512_EDM_MAA SPORTS_SS DF_Get Set Ready Buy Up To 50+20%_NB List,20230512_EDM_MAA SPORTS_SS DF_Get Set Ready Buy Up To 50+20%_EB List,Friday,Email
